cap-shape,cap-color,odor,gill-size,gill-color,stalk-color-above-ring,veil-color,ring-type,spore-print-color,population,habitat
flat,gray,foul,broad,gray,pink,white,large,chocolate,several,woods
flat,gray,none,broad,purple,gray,white,pendant,brown,several,woods
flat,red,none,broad,white,pink,white,pendant,black,solitary,woods
flat,brown,none,broad,pink,pink,white,pendant,brown,several,woods
convex,gray,none,broad,pink,pink,white,pendant,brown,solitary,woods
convex,brown,none,broad,white,gray,white,pendant,black,several,woods
convex,gray,foul,broad,pink,buff,white,large,chocolate,several,woods
convex,white,creosote,narrow,gray,white,white,pendant,brown,several,woods
flat,yellow,foul,broad,gray,brown,white,large,chocolate,several,paths
flat,brown,none,broad,purple,pink,white,pendant,brown,several,woods
flat,red,none,broad,pink,pink,white,pendant,black,solitary,woods
flat,red,none,broad,purple,pink,white,pendant,brown,solitary,woods
flat,red,none,broad,white,pink,white,pendant,brown,solitary,woods
flat,red,none,broad,white,gray,white,pendant,brown,several,woods
flat,brown,none,broad,brown,gray,white,pendant,black,solitary,woods
flat,red,none,broad,brown,white,white,pendant,black,several,woods
convex,gray,foul,broad,chocolate,brown,white,large,chocolate,solitary,grasses
flat,red,none,broad,white,pink,white,pendant,brown,solitary,woods
flat,brown,none,broad,pink,white,white,pendant,brown,solitary,woods
convex,gray,foul,broad,pink,pink,white,large,chocolate,several,woods
convex,white,creosote,narrow,pink,white,white,pendant,black,scattered,woods
convex,gray,creosote,narrow,pink,white,white,pendant,black,several,woods
convex,brown,none,broad,purple,white,white,pendant,brown,solitary,woods
flat,yellow,foul,broad,chocolate,pink,white,large,chocolate,several,paths
convex,gray,creosote,narrow,brown,white,white,pendant,brown,several,woods
flat,red,none,broad,white,gray,white,pendant,brown,several,woods
flat,red,none,broad,purple,white,white,pendant,brown,solitary,woods
flat,red,none,broad,pink,gray,white,pendant,black,several,woods
convex,yellow,foul,broad,pink,buff,white,large,chocolate,several,woods
flat,brown,none,broad,purple,gray,white,pendant,brown,several,woods
flat,red,none,broad,white,white,white,pendant,brown,several,woods
flat,red,none,broad,purple,pink,white,pendant,brown,several,woods
convex,yellow,foul,broad,pink,pink,white,large,chocolate,several,paths
convex,gray,creosote,narrow,brown,white,white,pendant,brown,several,woods
flat,red,none,broad,purple,white,white,pendant,black,several,woods
convex,gray,creosote,narrow,gray,white,white,pendant,brown,scattered,woods
convex,white,creosote,narrow,purple,white,white,pendant,brown,several,woods
convex,gray,foul,broad,chocolate,pink,white,large,chocolate,solitary,grasses
flat,gray,none,broad,brown,white,white,pendant,brown,several,woods
flat,red,none,broad,brown,gray,white,pendant,black,several,woods
flat,yellow,foul,broad,pink,buff,white,large,chocolate,solitary,paths
flat,red,none,broad,purple,gray,white,pendant,black,solitary,woods
flat,red,none,broad,white,white,white,pendant,brown,several,woods
flat,gray,none,broad,purple,pink,white,pendant,brown,several,woods
flat,red,none,broad,brown,gray,white,pendant,brown,solitary,woods
flat,gray,none,broad,purple,white,white,pendant,black,several,woods
flat,brown,none,broad,purple,white,white,pendant,black,solitary,woods
flat,red,none,broad,white,pink,white,pendant,black,several,woods
flat,brown,none,broad,white,gray,white,pendant,brown,several,woods
flat,red,none,broad,brown,pink,white,pendant,brown,solitary,woods
flat,red,none,broad,white,white,white,pendant,brown,solitary,woods
flat,gray,none,broad,white,white,white,pendant,black,solitary,woods
convex,gray,none,broad,pink,pink,white,pendant,brown,solitary,woods
flat,brown,none,broad,pink,white,white,pendant,brown,solitary,woods
flat,brown,none,broad,pink,gray,white,pendant,brown,several,woods
convex,red,none,broad,brown,gray,white,pendant,black,solitary,woods
flat,brown,none,broad,pink,white,white,pendant,black,solitary,woods
convex,gray,foul,broad,chocolate,brown,white,large,chocolate,solitary,paths
flat,red,none,broad,pink,white,white,pendant,brown,solitary,woods
convex,gray,none,broad,brown,white,white,pendant,black,solitary,woods
flat,brown,none,broad,white,pink,white,pendant,brown,several,woods
flat,brown,none,broad,white,gray,white,pendant,black,solitary,woods
flat,gray,none,broad,white,pink,white,pendant,brown,solitary,woods
convex,gray,foul,broad,chocolate,pink,white,large,chocolate,several,woods
flat,red,none,broad,white,pink,white,pendant,brown,several,woods
flat,gray,foul,broad,gray,pink,white,large,chocolate,several,woods
flat,gray,none,broad,purple,pink,white,pendant,brown,solitary,woods
flat,gray,none,broad,brown,gray,white,pendant,brown,several,woods
flat,gray,none,broad,purple,pink,white,pendant,black,solitary,woods
flat,yellow,foul,broad,chocolate,pink,white,large,chocolate,several,paths
convex,brown,none,broad,brown,gray,white,pendant,brown,several,woods
flat,gray,none,broad,pink,gray,white,pendant,brown,solitary,woods
flat,gray,foul,broad,chocolate,buff,white,large,chocolate,several,woods
flat,brown,none,broad,white,gray,white,pendant,black,several,woods
convex,gray,creosote,narrow,purple,white,white,pendant,black,scattered,woods
flat,red,none,broad,white,pink,white,pendant,brown,solitary,woods
convex,white,creosote,narrow,gray,white,white,pendant,black,scattered,woods
flat,brown,none,broad,brown,white,white,pendant,black,several,woods
convex,white,creosote,narrow,brown,white,white,pendant,brown,several,woods
flat,red,none,broad,pink,pink,white,pendant,brown,solitary,woods
flat,gray,none,broad,purple,white,white,pendant,brown,several,woods
flat,red,none,broad,pink,pink,white,pendant,black,solitary,woods
flat,red,none,broad,white,gray,white,pendant,brown,solitary,woods
convex,gray,creosote,narrow,pink,white,white,pendant,black,scattered,woods
flat,red,none,broad,brown,pink,white,pendant,black,solitary,woods
flat,red,none,broad,brown,gray,white,pendant,black,several,woods
convex,pink,creosote,narrow,brown,white,white,pendant,black,several,woods
flat,red,none,broad,purple,pink,white,pendant,black,solitary,woods
convex,pink,creosote,narrow,purple,white,white,pendant,brown,several,woods
flat,red,none,broad,white,pink,white,pendant,black,solitary,woods
flat,gray,foul,broad,gray,buff,white,large,chocolate,solitary,grasses
flat,gray,none,broad,pink,gray,white,pendant,brown,solitary,woods
convex,gray,foul,broad,chocolate,brown,white,large,chocolate,solitary,grasses
flat,brown,none,broad,brown,pink,white,pendant,black,several,woods
flat,red,none,broad,purple,pink,white,pendant,brown,several,woods
flat,brown,none,broad,purple,pink,white,pendant,black,several,woods
convex,pink,creosote,narrow,gray,white,white,pendant,black,scattered,woods
convex,gray,foul,broad,chocolate,brown,white,large,chocolate,solitary,paths
flat,red,none,broad,pink,gray,white,pendant,brown,several,woods
flat,gray,none,broad,white,white,white,pendant,black,several,woods
flat,gray,none,broad,brown,white,white,pendant,black,several,woods
flat,red,none,broad,pink,gray,white,pendant,brown,solitary,woods
flat,red,none,broad,purple,white,white,pendant,black,several,woods
convex,gray,none,broad,brown,white,white,pendant,brown,solitary,woods
convex,gray,foul,broad,gray,brown,white,large,chocolate,solitary,woods
convex,brown,none,broad,purple,gray,white,pendant,brown,solitary,woods
flat,red,none,broad,purple,white,white,pendant,black,solitary,woods
flat,red,none,broad,brown,pink,white,pendant,black,solitary,woods
convex,white,creosote,narrow,brown,white,white,pendant,black,several,woods
flat,red,none,broad,pink,gray,white,pendant,black,solitary,woods
flat,gray,none,broad,pink,white,white,pendant,brown,solitary,woods
convex,gray,foul,broad,pink,brown,white,large,chocolate,solitary,grasses
flat,gray,none,broad,brown,pink,white,pendant,brown,solitary,woods
convex,white,creosote,narrow,brown,white,white,pendant,black,several,woods
flat,red,none,broad,brown,pink,white,pendant,black,several,woods
convex,white,creosote,narrow,brown,white,white,pendant,black,scattered,woods
convex,gray,foul,broad,gray,pink,white,large,chocolate,several,woods
convex,gray,foul,broad,chocolate,buff,white,large,chocolate,solitary,woods
flat,gray,none,broad,purple,gray,white,pendant,brown,several,woods
flat,gray,none,broad,pink,white,white,pendant,brown,several,woods
flat,red,none,broad,pink,pink,white,pendant,brown,solitary,woods
flat,red,none,broad,pink,white,white,pendant,black,solitary,woods
convex,gray,foul,broad,chocolate,buff,white,large,chocolate,several,paths
flat,red,none,broad,purple,pink,white,pendant,brown,solitary,woods
flat,red,none,broad,brown,gray,white,pendant,black,solitary,woods
convex,gray,foul,broad,gray,brown,white,large,chocolate,several,grasses
flat,red,none,broad,purple,white,white,pendant,black,solitary,woods
convex,gray,creosote,narrow,pink,white,white,pendant,brown,scattered,woods
flat,gray,none,broad,purple,gray,white,pendant,black,solitary,woods
flat,red,none,broad,white,gray,white,pendant,brown,solitary,woods
flat,red,none,broad,brown,pink,white,pendant,brown,solitary,woods
flat,gray,none,broad,white,white,white,pendant,black,solitary,woods
convex,red,none,broad,brown,white,white,pendant,brown,solitary,woods
flat,gray,none,broad,purple,pink,white,pendant,black,solitary,woods
convex,pink,creosote,narrow,pink,white,white,pendant,black,scattered,woods
flat,brown,none,broad,purple,white,white,pendant,brown,several,woods
convex,gray,foul,broad,pink,buff,white,large,chocolate,solitary,grasses
flat,red,none,broad,brown,white,white,pendant,black,several,woods
flat,gray,none,broad,white,gray,white,pendant,brown,several,woods
flat,red,none,broad,brown,pink,white,pendant,brown,several,woods
convex,white,creosote,narrow,purple,white,white,pendant,brown,several,woods
convex,white,creosote,narrow,brown,white,white,pendant,brown,several,woods
convex,brown,none,broad,brown,white,white,pendant,brown,several,woods
flat,red,none,broad,white,pink,white,pendant,black,several,woods
flat,red,none,broad,white,gray,white,pendant,black,several,woods
convex,gray,none,broad,purple,gray,white,pendant,brown,solitary,woods
convex,gray,foul,broad,pink,brown,white,large,chocolate,several,woods
convex,white,creosote,narrow,brown,white,white,pendant,black,several,woods
flat,brown,none,broad,white,white,white,pendant,black,solitary,woods
flat,red,none,broad,white,gray,white,pendant,black,several,woods
convex,white,creosote,narrow,purple,white,white,pendant,black,several,woods
convex,gray,creosote,narrow,pink,white,white,pendant,black,scattered,woods
convex,red,none,broad,pink,pink,white,pendant,black,several,woods
convex,gray,foul,broad,chocolate,buff,white,large,chocolate,several,woods
convex,gray,creosote,narrow,pink,white,white,pendant,brown,several,woods
convex,gray,foul,broad,chocolate,brown,white,large,chocolate,several,woods
convex,gray,creosote,narrow,brown,white,white,pendant,brown,several,woods
convex,gray,none,broad,white,pink,white,pendant,black,several,woods
convex,pink,creosote,narrow,purple,white,white,pendant,black,scattered,woods
flat,red,none,broad,brown,gray,white,pendant,brown,several,woods
convex,pink,creosote,narrow,brown,white,white,pendant,black,several,woods
convex,gray,creosote,narrow,pink,white,white,pendant,black,scattered,woods
flat,red,none,broad,pink,gray,white,pendant,black,solitary,woods
convex,gray,creosote,narrow,brown,white,white,pendant,black,scattered,woods
convex,gray,creosote,narrow,brown,white,white,pendant,black,several,woods
flat,gray,none,broad,purple,white,white,pendant,brown,solitary,woods
flat,brown,none,broad,purple,gray,white,pendant,brown,solitary,woods
convex,gray,creosote,narrow,gray,white,white,pendant,brown,scattered,woods
flat,red,none,broad,pink,white,white,pendant,black,several,woods
convex,white,creosote,narrow,brown,white,white,pendant,brown,scattered,woods
flat,brown,none,broad,white,gray,white,pendant,black,several,woods
convex,gray,foul,broad,chocolate,brown,white,large,chocolate,several,woods
flat,gray,foul,broad,gray,buff,white,large,chocolate,solitary,grasses
flat,gray,none,broad,brown,pink,white,pendant,black,several,woods
convex,gray,foul,broad,gray,brown,white,large,chocolate,several,grasses
flat,gray,none,broad,pink,gray,white,pendant,brown,several,woods
convex,gray,foul,broad,gray,brown,white,large,chocolate,solitary,grasses
flat,gray,foul,broad,pink,brown,white,large,chocolate,solitary,paths
flat,red,none,broad,brown,white,white,pendant,black,several,woods
flat,gray,none,broad,white,gray,white,pendant,black,several,woods
convex,white,creosote,narrow,pink,white,white,pendant,brown,several,woods
flat,gray,none,broad,brown,white,white,pendant,brown,solitary,woods
convex,gray,foul,broad,pink,buff,white,large,chocolate,solitary,paths
convex,yellow,foul,broad,chocolate,brown,white,large,chocolate,several,woods
flat,gray,foul,broad,pink,brown,white,large,chocolate,solitary,paths
convex,yellow,foul,broad,pink,pink,white,large,chocolate,several,grasses
convex,white,creosote,narrow,gray,white,white,pendant,brown,several,woods
convex,yellow,foul,broad,chocolate,buff,white,large,chocolate,solitary,woods
convex,yellow,foul,broad,gray,buff,white,large,chocolate,several,woods
convex,yellow,foul,broad,chocolate,brown,white,large,chocolate,several,paths
flat,yellow,foul,broad,chocolate,pink,white,large,chocolate,several,woods
flat,yellow,foul,broad,gray,brown,white,large,chocolate,solitary,woods
flat,gray,none,broad,brown,white,white,pendant,black,solitary,woods
convex,gray,foul,broad,gray,buff,white,large,chocolate,solitary,grasses
flat,yellow,foul,broad,pink,brown,white,large,chocolate,solitary,paths
flat,yellow,foul,broad,gray,pink,white,large,chocolate,solitary,grasses
convex,gray,none,broad,white,white,white,pendant,black,solitary,woods
flat,brown,none,broad,brown,white,white,pendant,brown,several,woods
flat,red,none,broad,brown,white,white,pendant,brown,several,woods
convex,yellow,foul,broad,chocolate,brown,white,large,chocolate,several,grasses
flat,gray,foul,broad,gray,buff,white,large,chocolate,several,grasses
flat,gray,foul,broad,chocolate,brown,white,large,chocolate,several,woods
flat,red,none,broad,white,pink,white,pendant,black,solitary,woods
flat,gray,foul,broad,pink,brown,white,large,chocolate,several,grasses
flat,red,none,broad,brown,gray,white,pendant,black,several,woods
flat,gray,none,broad,pink,gray,white,pendant,black,several,woods
flat,gray,none,broad,white,gray,white,pendant,brown,several,woods
convex,gray,foul,broad,pink,buff,white,large,chocolate,solitary,woods
convex,yellow,foul,broad,pink,buff,white,large,chocolate,solitary,grasses
flat,yellow,foul,broad,chocolate,buff,white,large,chocolate,solitary,grasses
flat,red,none,broad,pink,gray,white,pendant,brown,several,woods
convex,yellow,foul,broad,chocolate,pink,white,large,chocolate,solitary,woods
flat,gray,foul,broad,chocolate,pink,white,large,chocolate,solitary,paths
flat,yellow,foul,broad,gray,pink,white,large,chocolate,several,grasses
flat,yellow,foul,broad,gray,pink,white,large,chocolate,several,woods
convex,gray,foul,broad,pink,brown,white,large,chocolate,solitary,paths
flat,yellow,foul,broad,chocolate,buff,white,large,chocolate,several,paths
convex,pink,creosote,narrow,gray,white,white,pendant,brown,scattered,woods
convex,yellow,foul,broad,pink,brown,white,large,chocolate,several,grasses
flat,red,none,broad,purple,gray,white,pendant,black,several,woods
flat,red,none,broad,brown,gray,white,pendant,black,solitary,woods
convex,pink,creosote,narrow,brown,white,white,pendant,brown,several,woods
convex,yellow,foul,broad,chocolate,buff,white,large,chocolate,several,grasses
flat,gray,foul,broad,pink,buff,white,large,chocolate,several,grasses
convex,gray,none,broad,pink,white,white,pendant,black,solitary,woods
flat,red,none,broad,pink,white,white,pendant,brown,solitary,woods
flat,gray,foul,broad,pink,buff,white,large,chocolate,several,woods
flat,gray,none,broad,purple,white,white,pendant,brown,several,woods
convex,yellow,foul,broad,gray,brown,white,large,chocolate,several,woods
flat,gray,foul,broad,gray,brown,white,large,chocolate,solitary,grasses
flat,red,none,broad,pink,gray,white,pendant,brown,several,woods
convex,yellow,foul,broad,chocolate,brown,white,large,chocolate,several,grasses
flat,yellow,foul,broad,gray,brown,white,large,chocolate,solitary,grasses
convex,yellow,foul,broad,pink,pink,white,large,chocolate,several,grasses
flat,gray,foul,broad,gray,pink,white,large,chocolate,solitary,grasses
convex,pink,creosote,narrow,brown,white,white,pendant,brown,scattered,woods
convex,gray,creosote,narrow,gray,white,white,pendant,black,scattered,woods
convex,gray,foul,broad,gray,buff,white,large,chocolate,several,paths
convex,yellow,foul,broad,chocolate,buff,white,large,chocolate,solitary,paths
flat,gray,foul,broad,chocolate,pink,white,large,chocolate,several,woods
flat,gray,none,broad,purple,white,white,pendant,brown,several,woods
convex,gray,foul,broad,white,white,white,pendant,chocolate,several,urban
convex,yellow,foul,broad,gray,pink,white,large,chocolate,solitary,woods
flat,gray,none,broad,white,pink,white,pendant,black,several,woods
flat,yellow,foul,broad,gray,pink,white,large,chocolate,solitary,woods
convex,gray,foul,broad,chocolate,buff,white,large,chocolate,solitary,paths
flat,yellow,foul,broad,gray,buff,white,large,chocolate,several,paths
convex,gray,foul,broad,chocolate,buff,white,large,chocolate,solitary,grasses
flat,gray,foul,broad,chocolate,buff,white,large,chocolate,solitary,grasses
flat,yellow,foul,broad,chocolate,brown,white,large,chocolate,solitary,paths
convex,yellow,foul,broad,pink,pink,white,large,chocolate,solitary,paths
convex,white,creosote,narrow,gray,white,white,pendant,black,several,woods
convex,gray,foul,broad,gray,buff,white,large,chocolate,several,paths
convex,gray,foul,broad,pink,buff,white,large,chocolate,solitary,paths
flat,brown,none,broad,purple,pink,white,pendant,brown,several,woods
flat,gray,none,broad,white,pink,white,pendant,black,several,woods
convex,yellow,foul,broad,gray,brown,white,large,chocolate,solitary,paths
convex,pink,creosote,narrow,purple,white,white,pendant,brown,scattered,woods
flat,gray,foul,broad,pink,brown,white,large,chocolate,several,grasses
convex,gray,foul,broad,chocolate,buff,white,large,chocolate,several,grasses
convex,white,creosote,narrow,purple,white,white,pendant,black,several,woods
flat,red,none,broad,white,white,white,pendant,brown,several,woods
flat,gray,foul,broad,pink,buff,white,large,chocolate,several,grasses
convex,pink,creosote,narrow,pink,white,white,pendant,black,several,woods
flat,white,foul,broad,pink,white,white,pendant,chocolate,several,grasses
convex,yellow,foul,broad,pink,brown,white,large,chocolate,several,paths
convex,buff,none,broad,red,red,white,evanescent,white,clustered,waste
flat,gray,foul,broad,gray,brown,white,large,chocolate,solitary,grasses
convex,gray,foul,broad,pink,pink,white,large,chocolate,solitary,grasses
convex,yellow,foul,broad,chocolate,brown,white,large,chocolate,solitary,grasses
flat,yellow,foul,broad,chocolate,pink,white,large,chocolate,solitary,grasses
flat,gray,none,broad,purple,pink,white,pendant,brown,solitary,woods
convex,yellow,foul,broad,chocolate,pink,white,large,chocolate,several,woods
convex,gray,foul,broad,chocolate,pink,white,large,chocolate,several,woods
flat,gray,foul,broad,pink,brown,white,large,chocolate,solitary,grasses
convex,gray,creosote,narrow,purple,white,white,pendant,brown,scattered,woods
convex,gray,creosote,narrow,purple,white,white,pendant,brown,several,woods
convex,gray,foul,broad,pink,pink,white,large,chocolate,several,grasses
convex,gray,foul,broad,chocolate,white,white,pendant,chocolate,scattered,grasses
convex,gray,foul,broad,chocolate,pink,white,large,chocolate,several,grasses
flat,gray,none,broad,brown,pink,white,pendant,black,solitary,woods
flat,yellow,foul,broad,pink,buff,white,large,chocolate,several,woods
flat,red,none,broad,pink,pink,white,pendant,black,several,woods
flat,gray,foul,broad,pink,pink,white,large,chocolate,solitary,paths
flat,brown,none,broad,brown,gray,white,pendant,black,several,woods
flat,red,none,broad,white,gray,white,pendant,black,solitary,woods
convex,gray,foul,broad,gray,brown,white,large,chocolate,solitary,paths
convex,gray,foul,broad,chocolate,buff,white,large,chocolate,solitary,woods
flat,red,none,broad,white,gray,white,pendant,brown,several,woods
flat,gray,foul,broad,pink,buff,white,large,chocolate,several,paths
flat,gray,none,broad,white,pink,white,pendant,black,solitary,woods
flat,red,none,broad,white,white,white,pendant,black,solitary,woods
flat,red,none,broad,white,gray,white,pendant,brown,several,woods
flat,gray,foul,broad,gray,brown,white,large,chocolate,solitary,paths
convex,red,none,broad,purple,gray,white,pendant,black,several,woods
flat,gray,foul,broad,pink,pink,white,large,chocolate,several,woods
convex,yellow,foul,broad,pink,pink,white,large,chocolate,several,paths
flat,yellow,foul,broad,pink,buff,white,large,chocolate,several,woods
convex,yellow,foul,broad,gray,brown,white,large,chocolate,several,paths
convex,yellow,foul,broad,pink,brown,white,large,chocolate,several,woods
convex,gray,none,broad,purple,gray,white,pendant,brown,several,woods
convex,gray,none,broad,purple,gray,white,pendant,brown,several,woods
flat,gray,foul,broad,gray,buff,white,large,chocolate,several,grasses
flat,yellow,foul,broad,chocolate,pink,white,large,chocolate,solitary,woods
convex,gray,foul,broad,pink,pink,white,large,chocolate,solitary,paths
convex,red,fishy,narrow,buff,white,white,evanescent,white,several,paths
convex,gray,foul,broad,chocolate,brown,white,large,chocolate,solitary,paths
convex,gray,foul,broad,gray,pink,white,large,chocolate,several,grasses
convex,gray,creosote,narrow,purple,white,white,pendant,brown,several,woods
flat,gray,foul,broad,pink,pink,white,large,chocolate,several,grasses
flat,buff,foul,broad,pink,white,white,pendant,chocolate,scattered,grasses
convex,gray,foul,broad,pink,brown,white,large,chocolate,several,woods
convex,yellow,foul,broad,pink,pink,white,large,chocolate,solitary,woods
convex,white,creosote,narrow,purple,white,white,pendant,black,scattered,woods
convex,yellow,foul,broad,chocolate,pink,white,large,chocolate,several,woods
flat,red,none,broad,white,white,white,pendant,black,several,woods
convex,gray,foul,broad,chocolate,pink,white,large,chocolate,solitary,grasses
convex,yellow,foul,broad,pink,brown,white,large,chocolate,several,woods
convex,yellow,foul,broad,pink,pink,white,large,chocolate,several,paths
flat,gray,foul,broad,pink,pink,white,large,chocolate,several,grasses
convex,yellow,foul,broad,chocolate,brown,white,large,chocolate,solitary,woods
flat,gray,none,broad,purple,gray,white,pendant,black,several,woods
convex,gray,foul,broad,pink,pink,white,large,chocolate,solitary,woods
flat,brown,none,broad,purple,white,white,pendant,brown,solitary,woods
flat,gray,foul,broad,chocolate,buff,white,large,chocolate,several,woods
flat,gray,foul,broad,pink,pink,white,large,chocolate,solitary,paths
flat,gray,foul,broad,gray,buff,white,large,chocolate,several,woods
convex,white,creosote,narrow,purple,white,white,pendant,black,several,woods
convex,gray,foul,broad,chocolate,brown,white,large,chocolate,solitary,woods
flat,brown,none,broad,pink,gray,white,pendant,black,several,woods
convex,white,creosote,narrow,purple,white,white,pendant,black,scattered,woods
convex,yellow,foul,broad,pink,pink,white,large,chocolate,several,woods
convex,yellow,foul,broad,pink,buff,white,large,chocolate,solitary,woods
convex,pink,creosote,narrow,purple,white,white,pendant,brown,several,woods
flat,yellow,foul,broad,pink,pink,white,large,chocolate,solitary,woods
flat,gray,foul,broad,chocolate,pink,white,large,chocolate,several,paths
flat,red,none,broad,pink,gray,white,pendant,black,several,woods
convex,yellow,foul,broad,gray,pink,white,large,chocolate,several,paths
flat,yellow,foul,broad,gray,buff,white,large,chocolate,several,paths
convex,gray,creosote,narrow,gray,white,white,pendant,brown,scattered,woods
convex,pink,creosote,narrow,purple,white,white,pendant,black,several,woods
convex,red,none,broad,brown,white,white,pendant,brown,several,woods
convex,yellow,foul,broad,chocolate,buff,white,large,chocolate,several,grasses
flat,brown,none,broad,brown,white,white,pendant,brown,solitary,woods
flat,red,none,broad,pink,white,white,pendant,black,solitary,woods
flat,yellow,foul,broad,pink,buff,white,large,chocolate,solitary,woods
convex,yellow,foul,broad,pink,buff,white,large,chocolate,solitary,grasses
convex,gray,foul,broad,gray,brown,white,large,chocolate,several,woods
flat,gray,foul,broad,gray,brown,white,large,chocolate,solitary,woods
flat,yellow,foul,broad,gray,pink,white,large,chocolate,solitary,paths
flat,gray,none,broad,white,pink,white,pendant,brown,solitary,woods
convex,gray,foul,broad,pink,buff,white,large,chocolate,several,paths
convex,yellow,foul,broad,chocolate,brown,white,large,chocolate,several,paths
flat,gray,foul,broad,pink,buff,white,large,chocolate,several,paths
flat,yellow,foul,broad,pink,buff,white,large,chocolate,solitary,paths
flat,red,none,broad,purple,white,white,pendant,brown,several,woods
flat,brown,none,broad,pink,gray,white,pendant,brown,several,woods
convex,yellow,foul,broad,chocolate,pink,white,large,chocolate,solitary,grasses
flat,purple,none,narrow,chocolate,white,white,flaring,chocolate,solitary,woods
flat,brown,none,broad,purple,pink,white,pendant,brown,solitary,woods
flat,yellow,foul,broad,pink,pink,white,large,chocolate,several,grasses
flat,yellow,foul,broad,gray,buff,white,large,chocolate,several,grasses
convex,gray,foul,broad,gray,brown,white,large,chocolate,solitary,woods
convex,gray,foul,broad,pink,brown,white,large,chocolate,solitary,paths
flat,yellow,foul,broad,gray,pink,white,large,chocolate,several,paths
convex,yellow,foul,broad,gray,buff,white,large,chocolate,solitary,woods
convex,yellow,foul,broad,chocolate,buff,white,large,chocolate,several,paths
convex,gray,foul,broad,pink,buff,white,large,chocolate,several,paths
convex,yellow,foul,broad,chocolate,brown,white,large,chocolate,solitary,paths
convex,gray,none,broad,purple,pink,white,pendant,brown,several,woods
flat,gray,foul,broad,chocolate,brown,white,large,chocolate,solitary,woods
flat,red,none,broad,pink,gray,white,pendant,brown,several,woods
convex,gray,foul,broad,pink,buff,white,large,chocolate,several,woods
flat,yellow,foul,broad,chocolate,buff,white,large,chocolate,several,woods
flat,brown,none,broad,brown,white,white,pendant,brown,solitary,woods
flat,gray,none,broad,white,pink,white,pendant,black,solitary,woods
flat,gray,foul,broad,pink,brown,white,large,chocolate,several,grasses
convex,red,none,broad,white,pink,white,pendant,black,several,woods
flat,red,none,broad,pink,pink,white,pendant,brown,solitary,woods
flat,yellow,foul,broad,chocolate,buff,white,large,chocolate,several,paths
convex,white,creosote,narrow,purple,white,white,pendant,black,several,woods
convex,gray,foul,broad,pink,buff,white,large,chocolate,solitary,woods
convex,red,fishy,narrow,buff,pink,white,evanescent,white,several,woods
convex,yellow,foul,broad,pink,buff,white,large,chocolate,several,paths
flat,gray,foul,broad,pink,buff,white,large,chocolate,solitary,woods
flat,gray,none,broad,purple,white,white,pendant,brown,solitary,woods
convex,brown,foul,narrow,buff,pink,white,evanescent,white,several,leaves
flat,red,none,broad,brown,gray,white,pendant,brown,several,woods
bell,buff,none,broad,gray,white,white,pendant,green,several,meadows
flat,gray,none,broad,white,gray,white,pendant,black,solitary,woods
flat,gray,foul,broad,pink,buff,white,large,chocolate,several,grasses
flat,gray,none,broad,white,white,white,pendant,black,solitary,woods
flat,yellow,foul,broad,pink,pink,white,large,chocolate,solitary,paths
flat,yellow,foul,broad,gray,brown,white,large,chocolate,solitary,grasses
flat,gray,foul,broad,gray,brown,white,large,chocolate,several,grasses
flat,red,none,broad,purple,pink,white,pendant,brown,several,woods
convex,gray,foul,broad,pink,brown,white,large,chocolate,solitary,paths
flat,yellow,foul,broad,gray,pink,white,large,chocolate,several,grasses
convex,yellow,foul,broad,gray,brown,white,large,chocolate,several,woods
convex,yellow,foul,broad,gray,buff,white,large,chocolate,solitary,paths
flat,yellow,foul,broad,pink,pink,white,large,chocolate,several,grasses
flat,yellow,foul,broad,chocolate,brown,white,large,chocolate,several,grasses
convex,gray,foul,broad,pink,brown,white,large,chocolate,several,paths
flat,red,none,broad,purple,gray,white,pendant,black,several,woods
flat,gray,foul,broad,gray,brown,white,large,chocolate,several,woods
flat,yellow,foul,broad,chocolate,brown,white,large,chocolate,several,grasses
flat,brown,none,broad,purple,white,white,pendant,black,several,woods
convex,yellow,foul,broad,gray,pink,white,large,chocolate,several,paths
convex,yellow,foul,broad,chocolate,buff,white,large,chocolate,several,paths
flat,brown,none,broad,pink,pink,white,pendant,black,solitary,woods
flat,gray,foul,broad,pink,buff,white,large,chocolate,solitary,paths
flat,red,none,broad,pink,gray,white,pendant,black,solitary,woods
convex,yellow,foul,broad,gray,buff,white,large,chocolate,several,grasses
flat,gray,foul,broad,chocolate,buff,white,large,chocolate,several,woods
convex,yellow,foul,broad,pink,buff,white,large,chocolate,several,woods
convex,gray,creosote,narrow,gray,white,white,pendant,black,scattered,woods
flat,gray,none,broad,white,gray,white,pendant,black,several,woods
flat,gray,foul,broad,gray,pink,white,large,chocolate,solitary,grasses
convex,gray,foul,broad,chocolate,buff,white,large,chocolate,solitary,woods
flat,gray,foul,broad,chocolate,buff,white,large,chocolate,several,paths
flat,brown,none,broad,white,pink,white,pendant,black,several,woods
convex,yellow,foul,broad,pink,buff,white,large,chocolate,solitary,woods
flat,gray,foul,broad,gray,pink,white,large,chocolate,solitary,woods
flat,red,none,broad,white,white,white,pendant,brown,several,woods
flat,red,none,broad,white,pink,white,pendant,black,several,woods
flat,gray,foul,broad,pink,white,white,pendant,chocolate,several,urban
convex,gray,foul,broad,gray,pink,white,large,chocolate,solitary,paths
flat,gray,foul,broad,gray,brown,white,large,chocolate,several,paths
convex,gray,foul,broad,gray,pink,white,large,chocolate,several,paths
